Período;Região;Entidade;Localização Geográfica;Nº Consultas Médicas Presenciais (QT);Nº de Consultas Médicas Não Presenciais ou Inespecíficas (Qt);Nº de Consultas Médicas ao Domicílio (Qt)
2014-02;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;38237;7086.0;221.0
2014-02;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;35125;14349.0;387.0
2014-02;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;32542;6666.0;445.0
2014-02;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;30488;8018.0;320.0
2014-02;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;42716;10494.0;331.0
2014-02;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;16292;5530.0;248.0
2014-02;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;21944;7015.0;359.0
2014-02;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;35692;15771.0;454.0
2014-02;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;31480;14594.0;477.0
2014-02;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;36201;14066.0;407.0
2014-02;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;30024;10861.0;197.0
2014-03;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;37366;18667.0;504.0
2014-03;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;31462;10226.0;265.0
2014-03;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;74881;27950.0;509.0
2014-03;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;34095;8419.0;232.0
2014-03;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;45963;11579.0;431.0
2014-03;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;55967;22397.0;815.0
2014-03;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;21018;8211.0;312.0
2014-03;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;26635;12251.0;380.0
2014-03;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;36066;16194.0;415.0
2014-03;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;32290;15566.0;492.0
2014-03;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;32887;10900.0;271.0
2014-04;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;33082;17893.0;444.0
2014-04;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;22557;12245.0;332.0
2014-04;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;25017;13222.0;370.0
2014-04;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;11505;6614.0;21.0
2014-04;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;22290;14490.0;132.0
2014-04;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;48771;17232.0;494.0
2014-04;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;33884;8355.0;213.0
2014-04;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;30136;12366.0;201.0
2014-04;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;17713;5910.0;106.0
2014-04;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;40210;10921.0;365.0
2014-04;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;17775;6232.0;194.0
2014-04;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24503;11783.0;341.0
2014-04;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;34341;15882.0;457.0
2014-05;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;29893;10909.0;188.0
2014-05;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;11153;4281.0;104.0
2014-05;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;45021;15696.0;193.0
2014-05;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;36787;8185.0;166.0
2014-05;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;56023;21770.0;656.0
2014-05;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;18538;7013.0;193.0
2014-05;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;22050;11391.0;288.0
2014-05;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;26638;11799.0;415.0
2014-05;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;21228;8628.0;319.0
2014-05;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;26828;12711.0;412.0
2014-05;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;32227;16400.0;505.0
2014-05;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;35879;15468.0;394.0
2014-06;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;24541;13433.0;396.0
2014-06;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;27482;9725.0;191.0
2014-06;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;51521;29208.0;429.0
2014-06;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;45858;15509.0;359.0
2014-06;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;26697;11550.0;251.0
2014-06;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5061;3076.0;13.0
2014-06;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;36423;7866.0;223.0
2014-06;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;40929;11320.0;369.0
2014-06;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;31727;12262.0;247.0
2014-06;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;23817;7166.0;188.0
2014-06;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;48616;19631.0;593.0
2014-06;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;23052;8266.0;343.0
2014-06;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;26950;10873.0;450.0
2014-06;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;28442;11531.0;300.0
2014-06;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;18060;9515.0;243.0
2014-06;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;14545;5212.0;161.0
2014-06;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;22623;13182.0;361.0
2014-06;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;23138;10516.0;325.0
2014-07;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;22204;13186.0;295.0
2014-07;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;12829;6272.0;19.0
2014-07;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;48922;17330.0;386.0
2014-07;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;21468;4995.0;72.0
2014-07;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;32567;9497.0;207.0
2014-07;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;29807;8971.0;277.0
2014-07;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;42576;11566.0;225.0
2014-07;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;52779;21860.0;511.0
2014-07;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;51216;23271.0;732.0
2014-07;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;23909;9133.0;328.0
2014-07;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;29433;12331.0;266.0
2014-07;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;28954;15114.0;293.0
2014-07;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;30465;16154.0;414.0
2014-07;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24673;12459.0;355.0
2014-07;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;37589;18928.0;414.0
2014-07;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;33815;15205.0;385.0
2014-08;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;27311;16621.0;326.0
2014-08;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;28990;6432.0;167.0
2014-08;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;20015;10944.0;250.0
2014-08;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;24059;13497.0;328.0
2014-09;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;30070;10355.0;256.0
2014-09;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;23993;9626.0;70.0
2014-09;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;71110;30803.0;373.0
2014-09;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;12693;5969.0;14.0
2014-09;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;22274;16397.0;136.0
2014-09;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;20702;4991.0;78.0
2014-09;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;34338;15573.0;300.0
2014-09;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;44045;12252.0;363.0
2014-09;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;15760;7234.0;97.0
2014-09;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;17672;10818.0;224.0
2014-09;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;36582;20214.0;518.0
2014-10;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;33958;12304.0;272.0
2014-10;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;74633;35848.0;537.0
2014-10;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;80560;31055.0;490.0
2014-10;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;37485;10325.0;225.0
2014-10;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;51202;12336.0;278.0
2014-10;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;21548;12031.0;264.0
2014-10;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;34528;18091.0;434.0
2014-10;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;39727;19170.0;469.0
2014-10;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;35951;18263.0;524.0
2014-10;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;36008;13787.0;274.0
2014-10;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;32599;15021.0;240.0
2014-11;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;32085;10089.0;225.0
2014-11;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;24630;7877.0;137.0
2014-11;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;55036;17143.0;639.0
2014-11;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;32214;7888.0;177.0
2014-11;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;41613;10907.0;334.0
2014-11;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;43744;9564.0;282.0
2014-11;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;24256;8185.0;326.0
2014-11;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;17817;10654.0;287.0
2014-11;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;20446;10772.0;271.0
2014-11;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;26150;11328.0;370.0
2014-11;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;36566;15812.0;417.0
2014-12;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;19884;10919.0;250.0
2014-12;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4349;2757.0;1.0
2014-12;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;19134;4687.0;112.0
2014-12;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;29479;8252.0;179.0
2014-12;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;30454;8482.0;402.0
2014-12;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;29210;16911.0;418.0
2014-12;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;32554;13666.0;432.0
2015-01;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;27332;13691.0;368.0
2015-01;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;40332;8102.0;243.0
2015-01;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;36429;9416.0;517.0
2015-01;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;53475;13103.0;399.0
2015-01;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;34124;13523.0;382.0
2015-01;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;23000;12014.0;289.0
2015-02;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;24390;8752.0;210.0
2015-02;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5404;2669.0;11.0
2015-02;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;50295;11434.0;380.0
2015-02;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;57142;19448.0;698.0
2015-02;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;54579;20630.0;848.0
2015-02;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;25399;7688.0;352.0
2015-02;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;22468;7785.0;225.0
2015-02;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;18494;10149.0;294.0
2015-02;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;31694;14335.0;492.0
2015-03;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;27427;12561.0;337.0
2015-03;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;33546;10102.0;248.0
2015-03;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;15837;5704.0;23.0
2015-03;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;55135;17079.0;604.0
2015-03;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;47975;15571.0;193.0
2015-03;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;38896;9616.0;234.0
2015-03;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;27693;9780.0;155.0
2015-03;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;48018;12231.0;456.0
2015-03;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;50831;12688.0;345.0
2015-03;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;20237;11286.0;276.0
2015-03;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;22967;10944.0;286.0
2015-03;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;39044;18965.0;463.0
2015-03;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;21865;8994.0;330.0
2015-03;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;37384;16683.0;417.0
2015-03;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;33511;11057.0;251.0
2015-04;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;14777;6261.0;114.0
2015-04;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;24929;12635.0;293.0
2015-04;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10342;4092.0;79.0
2015-04;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;52311;28889.0;415.0
2015-04;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;44068;15270.0;179.0
2015-04;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;37315;7849.0;229.0
2015-04;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;33284;7247.0;425.0
2015-04;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;33340;8772.0;370.0
2015-04;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;51194;11843.0;336.0
2015-04;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;32001;8340.0;269.0
2015-04;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;54270;22638.0;778.0
2015-04;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;18418;10743.0;231.0
2015-04;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;20678;10553.0;301.0
2015-04;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;30202;13771.0;371.0
2015-04;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;23344;7960.0;264.0
2015-05;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;34414;17569.0;336.0
2015-05;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;13991;5748.0;91.0
2015-05;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;26245;8102.0;138.0
2015-05;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;68653;26351.0;457.0
2015-05;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;47993;15120.0;492.0
2015-05;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5395;2767.0;5.0
2015-05;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;32157;12183.0;257.0
2015-05;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;37823;9082.0;263.0
2015-05;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;32698;8365.0;384.0
2015-05;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;33482;12016.0;225.0
2015-05;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;47955;11492.0;301.0
2015-05;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;52034;21269.0;688.0
2015-05;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;24518;8184.0;331.0
2015-05;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;29231;13488.0;362.0
2015-05;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;34121;15947.0;406.0
2015-05;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;34677;13644.0;376.0
2015-05;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;29747;12336.0;258.0
2015-06;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;33501;18981.0;428.0
2015-06;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;30963;9759.0;245.0
2015-06;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;54402;30055.0;426.0
2015-06;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;49711;15876.0;526.0
2015-06;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;21309;14365.0;177.0
2015-06;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;24723;5678.0;103.0
2015-06;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;30537;8298.0;268.0
2015-06;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;52635;20747.0;608.0
2015-06;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;15013;6318.0;136.0
2015-06;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;22304;8073.0;282.0
2015-06;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;35260;18195.0;453.0
2015-06;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;24523;11590.0;364.0
2015-06;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;18874;8494.0;274.0
