Período;Região;Entidade;Localização Geográfica;Utentes Inscritos com Hipertensão Arterial, com pressão arterial inferior a 150/90 mmHg nos últimos 6 meses;Hipertensos < 65 Anos, com Pressão Arterial < 150/90
2018-09;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;3867;27.9347
2018-09;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;2346;30.91724
2018-09;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;4396;43.90293
2018-09;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;4068;33.27607
2018-09;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;8086;46.27976
2018-10;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;5330;29.97245
2018-10;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;9089;45.85541
2018-10;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;3212;26.9147
2018-10;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;4037;27.99778
2018-10;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;7460;38.19178
2018-10;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;7425;29.18403
2018-10;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;5109;36.78715
2018-10;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;14686;59.84027
2018-10;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;8657;42.528
2018-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;3075;40.83123
2018-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;4268;40.29076
2018-11;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;8442;62.73781
2018-11;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;6861;68.04522
2018-12;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;6893;38.08287
2018-12;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1931;48.98529
2018-12;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;13546;42.34448
2018-12;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;1144;33.57793
2018-12;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;10363;47.23767
2018-12;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;11049;69.78463
2018-12;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;5176;57.23131
2018-12;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;10605;64.12117
2018-12;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;11780;71.29456
2019-01;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;777;8.73819
2019-01;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;3581;11.82785
2019-01;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;2900;15.53128
2019-01;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;284;8.95899
2019-01;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;3081;11.95948
2019-01;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;2081;11.23226
2019-01;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;1331;9.36862
2019-01;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;1432;10.94048
2019-01;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;1979;15.72632
2019-01;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1424;12.54294
2019-01;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;2219;14.29768
2019-01;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;2464;14.65445
2019-02;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;6636;21.77951
2019-02;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1154;19.33322
2019-02;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;2036;18.06887
2019-02;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;2110;15.36557
2019-02;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;2336;16.29578
2019-02;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;4064;22.05818
2019-02;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;4223;16.23045
2019-02;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;4779;28.11176
2019-02;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;3572;24.27785
2019-03;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1862;16.00757
2019-03;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1193;31.36997
2019-03;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1654;27.47508
2019-03;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;2780;24.52364
2019-03;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;692;21.64529
2019-03;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;5337;21.77745
2019-03;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;3435;34.67595
2019-03;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;4538;44.41182
2019-03;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;5778;38.28772
2019-03;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;3778;32.72412
2019-03;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;4259;35.76287
2019-04;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;1267;19.34056
2019-04;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;4691;35.08601
2019-04;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;4275;42.83996
2019-05;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;1093;33.9125
2019-05;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;4351;34.00016
2019-05;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;8795;46.15102
2019-05;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;8185;32.96814
2019-05;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;5818;43.234
2019-05;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;10127;51.26557
2019-05;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;3931;55.81428
2019-05;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;7649;59.18446
2019-05;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;10549;60.79064
2019-05;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;6728;55.47493
2019-05;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;8012;53.28899
2019-05;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;11716;67.95824
2019-06;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;4513;37.08299
2019-06;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;5901;35.01454
2019-06;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;9708;50.69452
2019-06;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;5378;36.43878
2019-06;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;9090;36.37746
2019-06;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;8976;47.31682
2019-06;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;4206;56.68464
2019-06;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;5591;55.52135
2019-06;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;10010;62.45321
2019-06;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;10980;63.38028
2019-06;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;4326;38.00738
2019-07;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;3340;12.52672
2019-07;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;1322;9.30396
2019-07;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;1722;16.62644
2019-07;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;2725;15.59638
2019-07;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;1775;14.53012
2019-07;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;2186;14.43476
2019-07;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;2261;14.9113
2019-07;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;2701;15.54711
2019-07;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;3182;19.34935
2019-07;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;923;10.04243
2019-08;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;2314;16.21697
2019-08;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;3865;20.2462
2019-08;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;3039;21.19838
2019-08;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;7927;32.89348
2019-08;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;3064;29.48138
2019-08;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;4399;29.93943
2019-08;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;3429;26.27586
2019-08;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;2658;22.60781
2019-08;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;3631;23.88502
2019-08;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;4635;26.57379
2019-08;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;2890;18.73946
2019-08;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;1992;17.48135
2019-08;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;524;16.12308
2019-09;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;4493;43.09005
2019-09;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;2666;37.32848
2019-09;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;5853;37.64471
2019-09;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;6822;38.70638
2019-09;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;2486;34.08748
2019-09;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;6860;39.12845
2019-09;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;10016;31.60718
2019-09;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;6334;29.04572
2019-10;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;10555;39.18839
2019-10;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;5599;56.85996
2019-10;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;9329;52.6497
2019-10;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;7092;57.19355
2019-10;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;5282;44.28236
2019-10;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;9096;51.60851
2019-10;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1727;42.15279
2019-10;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;10546;33.56034
2019-10;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;9549;49.06737
2019-10;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;8313;37.8483
2019-11;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;8887;34.68639
2019-11;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;8613;44.43355
2019-11;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;6850;68.80273
2019-11;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;9941;66.64209
2019-11;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;11287;63.45646
2019-11;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;4416;38.73005
2019-11;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;16069;50.03269
2019-11;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;1719;25.14261
2019-11;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;4063;35.32429
2019-11;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;5113;42.27716
2019-12;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;5812;37.83608
2019-12;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;7206;52.08153
2019-12;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;11686;57.49004
2019-12;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;7457;70.5554
2019-12;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;10675;71.2284
2019-12;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;7300;73.75227
2019-12;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;12314;69.10213
2019-12;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;13596;77.54962
2019-12;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;17811;55.18855
2019-12;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;5685;46.83252
2020-01;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;1585;11.14549
2020-01;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;1489;11.57134
2020-01;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;4702;20.28298
2020-01;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;1692;13.68821
2020-01;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;2043;17.43323
2020-01;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;2555;15.15152
2020-01;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;3029;18.84644
2020-01;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;1507;10.27967
2020-01;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;1327;13.20135
2020-01;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;1219;10.74198
2020-02;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;5203;20.25459
2020-02;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;2063;16.27613
2020-02;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;2768;16.69884
2020-02;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;4039;21.75013
2020-02;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;3964;16.39168
2020-02;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;3225;31.9877
2020-02;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;2428;26.88815
2020-02;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;898;22.75146
2020-02;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;4841;26.3973
2020-03;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;3231;19.32532
2020-03;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;2627;20.61524
2020-03;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;3404;21.32431
2020-03;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;5468;20.56722
2020-03;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;9636;41.11799
2020-03;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;3541;37.51059
2020-03;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;5169;34.29311
2020-03;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;5646;33.13964
2020-03;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;2811;24.61256
2020-03;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;596;18.71272
2020-03;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;5581;26.73661
2020-04;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;632;19.78091
2020-04;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;5890;28.18317
2020-04;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;3112;21.56319
2020-04;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;3772;26.9025
2020-04;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;2257;32.00057
2020-04;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;5380;37.52528
2020-04;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;4192;33.49581
2020-04;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;3715;41.65265
2020-04;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;3720;39.64617
2020-04;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;5746;33.77219
2020-04;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;6627;40.6789
2020-05;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;2861;26.30805
2020-05;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;2892;26.57111
2020-05;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;3520;30.71285
2020-05;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;3512;25.2172
2020-05;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;4593;32.0494
2020-05;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;6308;25.87367
2020-05;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;6057;32.78839
2020-05;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;6489;24.40299
2020-05;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;2478;35.1091
2020-05;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;4360;48.75867
2020-05;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;6273;41.53204
2020-05;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;6871;40.50342
2020-05;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;4056;35.3187
2020-06;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;4848;32.50201
2020-06;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;3203;29.30199
2020-06;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1524;38.04294
2020-06;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;773;23.97643
2020-06;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;2924;24.35246
2020-06;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;3566;27.82242
2020-06;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;7878;41.97347
2020-06;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;5124;35.70981
